mileage,rpm,temp,vibration,failure
53973.713224089865,1862.4108625128092,76.36506395035066,0.008859186417669125,0
48893.885590630525,2127.740664642241,84.68796511060916,0.013690691662622101,0
55181.50830480554,1803.7900395000192,85.18016872044447,0.01057939816425755,0
62184.23885126421,2046.0192351804799,89.72630345843406,0.014520041812588622,1
48126.77300221331,1253.1926665231072,71.33141636719174,0.017858496892888112,0
48126.904344406554,2306.6468536864695,90.92567273847331,0.028371544863313843,1
62633.70252405913,2200.602737681112,57.95608368397225,0.016788409612942975,0
56139.47783322327,1791.4556844659046,78.70115447636189,0.004143742932304073,0
46244.204912520385,2529.6228342162026,80.11726157548455,0.031400678464951606,1
54340.48034868772,2668.7850688132794,91.33326826071239,0.011629098663849605,0
46292.6584575003,1396.220067815513,85.22630852676869,0.019412795728953713,1
46274.16197143795,1818.6376107168928,70.94436946143713,0.024465365069407115,1
51935.698172528275,1815.4288251063508,75.15006874182984,0.02199610418402783,1
34693.758042737616,1730.0484494455677,86.98680009547407,0.030941795475214758,1
36200.65733989574,2614.737420965874,84.20932658135443,0.02479003143392759,1
45501.69976607222,2103.0869306135983,79.20875890364253,0.01138690420302892,0
41897.35103732461,2067.7425793446946,80.19166210488021,0.04178562173991662,1
52513.97866076219,1198.0688177966233,91.96167997159289,0.021943334633382335,1
42735.807395830314,2517.709015104613,79.82307427130786,0.018526597733784938,0
38701.57038931767,1580.3708025732637,84.11908755970927,0.02963925423055571,1
61725.19015137243,2229.9663151331642,106.69936588080543,0.022494509459300722,1
48193.789596107716,2338.688468979096,70.76317363116077,0.02399228192939327,1
50540.22563750339,2880.3292979193257,66.48157268425342,0.044921839986006865,1
38602.01451029234,1545.589800440444,92.83589664798606,0.017248785717449533,0
45644.93820379854,690.2439220895874,78.21356938705897,0.016822391059826042,0
50887.38071767893,2291.9247723768476,81.8176247225738,0.02116578512012464,1
40792.051380621575,3100.255590755427,77.18843621868886,0.030715159355810387,1
53005.58414676537,2819.4731764697185,82.40199859232487,0.004934659698096009,0
45194.89048064956,2304.829707637313,100.98538112096341,0.00034444108523494846,0
47666.450001653786,1954.1819071839764,93.0212845861812,0.014128847293798524,0
45186.34710216482,2603.561298318655,93.62223511886977,0.003660770409407127,0
64818.2254760715,1713.2269001477657,70.83772944207354,0.015751686524743617,1
49892.02220209653,2438.1788846781096,73.4884626344713,0.025024996961292904,1
41538.3125683528,2452.7350795833136,56.60921340514573,0.011092511364477364,0
56580.35929682551,2730.10495374944,76.90619178917245,0.005731734232186576,0
40233.25080023182,3579.8300194555386,94.56703186385658,0.02069337161715348,1
51670.908760038044,2396.2079835893837,90.16946515748371,0.028625434846151702,1
34322.63900896179,1945.5181871462505,82.78486737047876,0.0030502656148338747,0
39374.51160881256,2187.212843904003,84.77699716281947,0.028202323983059843,1
51574.88988695299,1315.462047555441,78.11114457424594,0.028173062037383262,1
55907.73263996329,1852.643434455471,87.04758882401784,0.02954085102156628,1
51370.946249519766,1995.358780943448,92.65878279480614,0.032184802148716864,1
49074.813740894075,1937.9558010327037,68.84113212589527,0.04202013924659616,1
47591.17043528569,2276.177436016861,87.99647687837349,0.01643907951380945,1
38171.82407706058,1788.7900338088998,94.32434870954667,0.021095715800778583,1
44241.24633284233,2760.5153336622357,80.8489971103663,0.015835615667519745,0
46314.8898323217,2200.1035324590985,92.00700612120583,0.02001976844755811,1
58456.977809751326,2195.349839430693,113.14654444472552,0.03532873355636312,1
52748.94631654769,2036.052641743541,83.95657207013107,0.006549855160693311,0
35895.678757098125,2277.5953419294897,88.93307050005323,0.011389503278344246,0
52592.67175515836,2612.5491323338174,77.61942916338609,0.03377180936504561,1
46919.34175666947,1766.4348921445498,86.81251162602051,0.0302003650690209,1
44584.62399755233,1870.9417554623717,89.60271624982303,0.01636868353182922,0
54893.41031072694,2048.1369856116676,86.94842340270138,0.028544020011207198,1
58247.99617996761,1527.0645382633925,74.80304680291144,0.023412158424920334,1
57450.24095292959,1790.371070139251,87.0636177132545,0.03500274609000988,1
43286.259814218894,1961.8895632276706,99.62195938717636,0.020745095938267726,1
47526.300993190285,2637.1945903563637,89.48635764514528,0.030256321138725825,1
52650.10745122851,2331.2806645009623,94.61987189071841,0.0464201191049262,1
57804.36101697887,2296.794955683772,82.62988029987372,0.025980991550474664,1
46166.60609723768,2625.448981083986,92.49900239423711,0.020493281657948437,1
48514.72818668946,2131.3141058003016,87.79267838216526,0.027224469852209793,1
41149.32020795177,2395.232424964445,75.49089270312768,0.016347191417961152,0
40430.347007354634,2148.389123533752,88.18521004798875,0.043879677055247326,1
56500.206579153586,2332.681174699814,75.08303336559689,0.021800710376959815,1
60849.92022856658,1908.620671194209,78.67119725115208,0.01727066679774487,1
49423.919027357326,980.5914208617855,86.89328307292374,0.011643109949799639,0
58028.263183136194,2132.860418906848,87.97244273380124,0.030972201916064382,1
52893.08820038107,2911.37406804997,73.10767534922871,0.02867187412827739,1
44839.041963159005,2663.1077011207963,95.53985771182876,0.015026456285859068,0
52891.16484406731,2682.6987422955854,90.72006278300474,0.025764513451224227,1
62304.292531727755,2818.0653609031087,77.95271564389117,0.004914440317871437,0
49713.39168712039,2244.328795480719,69.62415203550825,0.021849705750731564,1
62517.149246512054,2298.6578537027976,83.55095420918569,0.024527563520766946,1
29042.039167282044,1891.174052282825,80.5405628613884,0.03707329809559223,1
56575.22003500179,2041.963571986475,86.13140457053022,0.012291811972713106,0
50696.37654590537,2507.885574885571,81.36883338844433,0.007216473711976756,0
47607.94119627306,2801.9422185844082,64.92543139254991,0.011045720390749582,0
50734.08621228402,2130.2768621595,81.11653061698841,0.0066343149968508,0
34099.44868319286,1974.9053675742941,81.94380888931687,0.033366573577589834,1
48242.6248972999,2200.2639794282986,91.3366102477406,0.035486392950240364,1
52856.900572093975,2500.6033744645574,78.0180032538895,0.02320216577948829,1
61823.15235793213,1478.072591933229,101.78674673372566,0.03221294945685148,1
45853.83825381082,1051.9095234313809,65.88359449348243,0.021339583805802354,1
43532.0511768545,1924.731575254208,98.11167497802624,0.01904888352299234,1
45985.94365132371,1589.6437870429208,82.75681029121895,0.016669623809462384,0
57323.21694161659,1945.9299011763446,93.59584872343557,0.016896090086224346,1
52630.008877277476,2126.1098405912644,85.79801484058733,0.004521984436909687,0
45761.91836986369,1973.3757954884934,96.39555536025469,0.02264254763607339,1
